user_id,edad,genero,nivel_ingresos,nivel_educativo,intereses,tipo_suscripcion,categoria_cliente,ubicacion,dispositivo,frecuencia_login
4048,20,Prefiero no decir,Medio,Doctorado,"Mascotas, Salud",Premium,Bronce,Suburbio,Móvil,Diaria
4049,42,Femenino,Alto,Universidad,"Bienestar Mental, Deportes",Premium,Bronce,Suburbio,Tablet,Diaria
4050,54,Masculino,Medio,Secundaria,"Mascotas, Nutrición, Familia",Premium,Oro,Ciudad,Tablet,Diaria
4051,21,No Binario,Medio,Doctorado,Mascotas,VIP,Oro,Rural,Tablet,Semanal
4052,30,Femenino,Bajo,Postgrado,"Deportes, Nutrición, Familia",Free,Plata,Suburbio,PC,Diaria
4053,28,Femenino,Alto,Secundaria,"Bienestar Mental, Mascotas, Deportes",Premium,Oro,Rural,PC,Semanal
4054,26,Masculino,Bajo,Universidad,"Desarrollo Personal, Salud",Free,Bronce,Rural,PC,Semanal
4055,55,No Binario,Medio,Secundaria,"Nutrición, Desarrollo Personal",VIP,Oro,Ciudad,Móvil,Mensual
4056,46,Femenino,Bajo,Universidad,"Salud, Deportes",VIP,Plata,Rural,PC,Mensual
4057,35,Masculino,Medio,Doctorado,"Mascotas, Familia, Bienestar Mental",Premium,Plata,Suburbio,Móvil,Mensual
4058,29,Masculino,Medio,Postgrado,"Deportes, Desarrollo Personal, Salud",Premium,Plata,Suburbio,PC,Diaria
4059,50,No Binario,Bajo,Universidad,"Deportes, Salud, Nutrición",Free,Bronce,Suburbio,PC,Mensual
4060,49,Prefiero no decir,Bajo,Universidad,"Bienestar Mental, Salud",Free,Plata,Rural,Móvil,Semanal
4061,44,Femenino,Medio,Secundaria,"Familia, Salud",Free,Plata,Suburbio,PC,Semanal
4062,28,Masculino,Medio,Secundaria,"Desarrollo Personal, Mascotas",Premium,Oro,Ciudad,Tablet,Mensual
4063,20,No Binario,Medio,Doctorado,"Mascotas, Bienestar Mental, Nutrición",Premium,Plata,Rural,PC,Semanal
4064,23,Femenino,Alto,Universidad,Desarrollo Personal,Premium,Bronce,Rural,Móvil,Diaria
4065,21,No Binario,Bajo,Postgrado,"Nutrición, Familia",Free,Plata,Rural,Tablet,Diaria
4066,20,No Binario,Bajo,Doctorado,"Mascotas, Bienestar Mental, Salud",VIP,Plata,Rural,Móvil,Semanal
4067,28,Femenino,Bajo,Doctorado,"Mascotas, Desarrollo Personal, Nutrición",Premium,Plata,Suburbio,Móvil,Mensual
4068,20,Femenino,Medio,Secundaria,Nutrición,VIP,Plata,Rural,Móvil,Mensual
4069,58,Prefiero no decir,Medio,Secundaria,"Familia, Mascotas, Deportes",Free,Plata,Rural,PC,Semanal
4070,43,No Binario,Bajo,Doctorado,Familia,Premium,Bronce,Rural,Móvil,Diaria
4071,50,Masculino,Bajo,Universidad,Mascotas,Premium,Plata,Rural,Tablet,Mensual
4072,58,Femenino,Medio,Doctorado,"Familia, Bienestar Mental",VIP,Oro,Rural,Móvil,Diaria
4073,58,Femenino,Bajo,Universidad,"Bienestar Mental, Salud, Nutrición",Free,Plata,Suburbio,PC,Mensual
4074,31,Masculino,Alto,Postgrado,Familia,Premium,Plata,Ciudad,PC,Semanal
4075,49,Prefiero no decir,Medio,Secundaria,Desarrollo Personal,Premium,Bronce,Ciudad,Móvil,Mensual
4076,48,No Binario,Medio,Secundaria,"Familia, Deportes",VIP,Oro,Ciudad,PC,Diaria
4077,57,Femenino,Bajo,Universidad,Bienestar Mental,Premium,Plata,Ciudad,Tablet,Semanal
4078,45,Masculino,Alto,Doctorado,"Salud, Desarrollo Personal, Familia",Premium,Oro,Suburbio,Tablet,Diaria
4079,32,Masculino,Bajo,Postgrado,"Bienestar Mental, Desarrollo Personal, Mascotas",VIP,Oro,Rural,PC,Semanal
4080,21,Prefiero no decir,Medio,Postgrado,Nutrición,Premium,Oro,Rural,Tablet,Semanal
4081,59,Masculino,Alto,Doctorado,Bienestar Mental,Free,Oro,Rural,Tablet,Mensual
4082,26,Femenino,Bajo,Secundaria,Mascotas,Premium,Bronce,Suburbio,Tablet,Diaria
4083,28,Femenino,Alto,Universidad,"Nutrición, Desarrollo Personal",Premium,Plata,Rural,PC,Semanal
4084,25,No Binario,Medio,Doctorado,Familia,VIP,Bronce,Ciudad,Móvil,Semanal
4085,51,No Binario,Alto,Secundaria,"Deportes, Salud, Bienestar Mental",Free,Plata,Rural,Móvil,Mensual
4086,31,Prefiero no decir,Bajo,Secundaria,"Mascotas, Bienestar Mental",Premium,Bronce,Suburbio,Tablet,Diaria
4087,47,Masculino,Alto,Secundaria,"Familia, Salud, Deportes",Free,Bronce,Suburbio,Tablet,Diaria
4088,36,Masculino,Bajo,Secundaria,Desarrollo Personal,VIP,Oro,Suburbio,PC,Semanal
4089,46,Femenino,Medio,Universidad,"Familia, Nutrición, Deportes",Free,Bronce,Suburbio,PC,Mensual
4090,43,Femenino,Bajo,Universidad,Desarrollo Personal,Premium,Oro,Rural,Tablet,Semanal
4091,20,Prefiero no decir,Bajo,Postgrado,Familia,Premium,Oro,Ciudad,PC,Diaria
4092,33,Masculino,Medio,Postgrado,Deportes,Free,Bronce,Suburbio,Móvil,Semanal
4093,26,Masculino,Medio,Doctorado,"Mascotas, Familia, Salud",VIP,Bronce,Rural,Móvil,Semanal
4094,51,Masculino,Medio,Postgrado,"Salud, Bienestar Mental, Familia",Free,Oro,Rural,Móvil,Mensual
4095,22,Femenino,Bajo,Doctorado,"Deportes, Desarrollo Personal",Premium,Bronce,Ciudad,Móvil,Semanal
4096,41,No Binario,Alto,Postgrado,Bienestar Mental,Free,Plata,Rural,Móvil,Diaria
4097,39,Masculino,Medio,Secundaria,"Nutrición, Mascotas, Desarrollo Personal",Premium,Bronce,Ciudad,PC,Mensual
4098,33,Masculino,Bajo,Universidad,Salud,Premium,Bronce,Rural,Móvil,Diaria
4099,55,Prefiero no decir,Medio,Secundaria,"Nutrición, Mascotas",VIP,Oro,Suburbio,Móvil,Semanal
4100,36,Masculino,Medio,Doctorado,"Nutrición, Bienestar Mental, Mascotas",Premium,Bronce,Rural,PC,Diaria
4101,51,Masculino,Alto,Doctorado,"Familia, Desarrollo Personal",Premium,Plata,Rural,PC,Semanal
4102,42,Femenino,Alto,Doctorado,Familia,Free,Oro,Rural,PC,Mensual
4103,51,No Binario,Alto,Postgrado,Mascotas,Premium,Plata,Suburbio,PC,Diaria
4104,50,Prefiero no decir,Bajo,Secundaria,"Nutrición, Salud",Premium,Bronce,Ciudad,Tablet,Semanal
4105,61,Masculino,Alto,Doctorado,Familia,VIP,Bronce,Ciudad,Tablet,Mensual
4106,23,No Binario,Bajo,Secundaria,Bienestar Mental,VIP,Oro,Ciudad,Tablet,Semanal
4107,53,Prefiero no decir,Medio,Universidad,Bienestar Mental,Free,Plata,Suburbio,PC,Diaria
4108,60,Masculino,Bajo,Doctorado,"Bienestar Mental, Nutrición, Deportes",Premium,Plata,Ciudad,Móvil,Diaria
4109,57,Femenino,Medio,Postgrado,"Salud, Desarrollo Personal, Bienestar Mental",Premium,Plata,Ciudad,Móvil,Mensual
4110,59,No Binario,Bajo,Secundaria,"Deportes, Desarrollo Personal, Mascotas",Free,Bronce,Rural,Móvil,Semanal
4111,45,Femenino,Medio,Universidad,"Bienestar Mental, Nutrición, Salud",Free,Oro,Rural,Tablet,Diaria
4112,28,Prefiero no decir,Medio,Doctorado,Desarrollo Personal,Premium,Oro,Ciudad,PC,Mensual
4113,23,No Binario,Bajo,Universidad,"Salud, Familia",Free,Oro,Ciudad,PC,Semanal
4114,45,Femenino,Medio,Universidad,Bienestar Mental,Free,Oro,Rural,Tablet,Diaria
4115,64,Prefiero no decir,Bajo,Universidad,"Familia, Deportes",Premium,Oro,Suburbio,PC,Mensual
4116,42,Masculino,Bajo,Postgrado,Salud,Premium,Oro,Rural,PC,Diaria
4117,32,Masculino,Bajo,Secundaria,"Mascotas, Familia, Deportes",Free,Plata,Rural,Móvil,Mensual
4118,35,Femenino,Alto,Doctorado,Deportes,VIP,Plata,Ciudad,PC,Mensual
4119,27,Prefiero no decir,Alto,Postgrado,"Mascotas, Desarrollo Personal",Premium,Bronce,Rural,Tablet,Diaria
4120,28,Masculino,Alto,Doctorado,"Bienestar Mental, Familia",Free,Plata,Ciudad,PC,Mensual
4121,35,No Binario,Alto,Doctorado,Familia,Premium,Bronce,Ciudad,Tablet,Semanal
4122,53,Femenino,Bajo,Doctorado,Mascotas,VIP,Plata,Suburbio,Móvil,Mensual
4123,47,No Binario,Bajo,Doctorado,"Mascotas, Nutrición",VIP,Plata,Ciudad,Tablet,Diaria
4124,20,Prefiero no decir,Alto,Secundaria,"Familia, Nutrición",VIP,Oro,Rural,Tablet,Diaria
4125,59,No Binario,Medio,Postgrado,"Familia, Nutrición",Free,Plata,Ciudad,Tablet,Diaria
4126,43,Masculino,Medio,Secundaria,"Bienestar Mental, Salud, Familia",Free,Bronce,Suburbio,Tablet,Mensual
4127,39,Masculino,Alto,Secundaria,"Deportes, Desarrollo Personal, Nutrición",Premium,Oro,Rural,PC,Semanal
4128,50,Femenino,Bajo,Universidad,Nutrición,Premium,Bronce,Rural,Tablet,Diaria
4129,18,Masculino,Alto,Postgrado,Mascotas,Free,Oro,Rural,Móvil,Mensual
4130,28,Prefiero no decir,Medio,Secundaria,Nutrición,Premium,Oro,Rural,Tablet,Semanal
4131,56,Masculino,Medio,Postgrado,Desarrollo Personal,VIP,Oro,Suburbio,Móvil,Semanal
4132,52,Prefiero no decir,Bajo,Doctorado,"Mascotas, Deportes",Premium,Oro,Rural,Tablet,Semanal
4133,43,Femenino,Medio,Universidad,"Bienestar Mental, Salud, Nutrición",Premium,Oro,Rural,PC,Mensual
4134,38,Masculino,Medio,Secundaria,"Desarrollo Personal, Bienestar Mental, Mascotas",Premium,Oro,Ciudad,PC,Diaria
4135,19,Masculino,Medio,Doctorado,"Mascotas, Bienestar Mental, Desarrollo Personal",Free,Plata,Ciudad,PC,Mensual
4136,47,Prefiero no decir,Alto,Postgrado,"Desarrollo Personal, Familia",Premium,Bronce,Rural,PC,Semanal
4137,61,Prefiero no decir,Alto,Postgrado,"Desarrollo Personal, Familia",VIP,Bronce,Suburbio,Tablet,Mensual
4138,36,Prefiero no decir,Alto,Universidad,"Familia, Desarrollo Personal",VIP,Bronce,Suburbio,Móvil,Diaria
4139,50,No Binario,Bajo,Secundaria,"Nutrición, Bienestar Mental, Mascotas",Premium,Bronce,Ciudad,Móvil,Diaria
4140,58,No Binario,Alto,Doctorado,"Mascotas, Familia, Nutrición",VIP,Oro,Ciudad,Tablet,Semanal
4141,26,No Binario,Bajo,Universidad,"Familia, Deportes",Premium,Plata,Ciudad,PC,Diaria
4142,33,No Binario,Bajo,Doctorado,"Salud, Deportes",VIP,Plata,Rural,Móvil,Diaria
4143,58,Masculino,Bajo,Universidad,Bienestar Mental,Free,Plata,Suburbio,Móvil,Semanal
4144,54,No Binario,Bajo,Universidad,"Bienestar Mental, Desarrollo Personal, Familia",VIP,Plata,Suburbio,Móvil,Semanal
4145,18,Masculino,Medio,Postgrado,"Bienestar Mental, Desarrollo Personal, Salud",Free,Plata,Suburbio,Móvil,Semanal
4146,38,Femenino,Medio,Universidad,"Nutrición, Bienestar Mental",Free,Plata,Rural,Tablet,Diaria
4147,42,Femenino,Alto,Secundaria,"Salud, Mascotas",VIP,Plata,Suburbio,Tablet,Diaria
4148,62,Prefiero no decir,Bajo,Universidad,"Bienestar Mental, Desarrollo Personal",VIP,Bronce,Suburbio,Móvil,Mensual
4149,48,Masculino,Medio,Universidad,"Desarrollo Personal, Bienestar Mental, Salud",VIP,Oro,Rural,PC,Semanal
4150,53,Prefiero no decir,Medio,Universidad,"Deportes, Nutrición, Mascotas",VIP,Plata,Ciudad,Tablet,Semanal
4151,42,Femenino,Alto,Universidad,"Familia, Desarrollo Personal, Mascotas",Free,Oro,Ciudad,PC,Mensual
4152,32,No Binario,Bajo,Secundaria,"Salud, Desarrollo Personal",VIP,Plata,Suburbio,Móvil,Mensual
4153,49,Femenino,Medio,Secundaria,"Salud, Nutrición",Free,Oro,Rural,Tablet,Mensual
4154,18,Masculino,Bajo,Universidad,"Desarrollo Personal, Familia",Premium,Bronce,Rural,PC,Semanal
4155,58,Femenino,Bajo,Doctorado,"Desarrollo Personal, Mascotas",VIP,Plata,Suburbio,Móvil,Diaria
4156,32,No Binario,Medio,Doctorado,"Deportes, Desarrollo Personal, Nutrición",VIP,Oro,Ciudad,Móvil,Mensual
4157,62,Masculino,Medio,Doctorado,"Nutrición, Deportes, Salud",VIP,Oro,Ciudad,Tablet,Semanal
4158,31,Prefiero no decir,Bajo,Universidad,"Familia, Nutrición",Premium,Plata,Ciudad,PC,Mensual
4159,34,Femenino,Alto,Secundaria,"Familia, Mascotas, Bienestar Mental",Free,Plata,Suburbio,Tablet,Diaria
4160,42,Masculino,Bajo,Doctorado,Nutrición,Premium,Plata,Ciudad,Móvil,Diaria
4161,59,Femenino,Alto,Postgrado,Desarrollo Personal,VIP,Bronce,Rural,Tablet,Semanal
4162,18,Prefiero no decir,Alto,Secundaria,Salud,Free,Plata,Suburbio,PC,Mensual
4163,37,Masculino,Medio,Doctorado,"Deportes, Mascotas",VIP,Plata,Rural,Móvil,Semanal
4164,42,Prefiero no decir,Alto,Doctorado,"Bienestar Mental, Desarrollo Personal, Salud",Premium,Plata,Ciudad,Tablet,Semanal
4165,29,Prefiero no decir,Medio,Secundaria,Salud,Premium,Bronce,Suburbio,Móvil,Diaria
4166,21,Femenino,Bajo,Doctorado,"Mascotas, Bienestar Mental",VIP,Oro,Rural,Móvil,Mensual
4167,30,Femenino,Medio,Universidad,"Salud, Familia, Deportes",Premium,Plata,Ciudad,Tablet,Diaria
4168,64,Masculino,Bajo,Secundaria,Bienestar Mental,Free,Bronce,Ciudad,Tablet,Diaria
4169,24,Masculino,Bajo,Secundaria,"Mascotas, Familia",Premium,Oro,Ciudad,Tablet,Semanal
4170,39,Prefiero no decir,Medio,Doctorado,"Desarrollo Personal, Mascotas",Free,Oro,Ciudad,Tablet,Mensual
4171,22,Masculino,Bajo,Postgrado,"Salud, Bienestar Mental, Mascotas",Premium,Bronce,Rural,PC,Semanal
4172,48,Femenino,Bajo,Postgrado,"Mascotas, Nutrición",Premium,Oro,Ciudad,Móvil,Diaria
4173,61,Prefiero no decir,Alto,Postgrado,"Salud, Deportes, Nutrición",VIP,Bronce,Rural,PC,Semanal
4174,27,Masculino,Bajo,Doctorado,"Salud, Familia",Premium,Bronce,Suburbio,Móvil,Semanal
4175,26,No Binario,Medio,Doctorado,Bienestar Mental,Premium,Plata,Ciudad,Móvil,Diaria
4176,18,Femenino,Medio,Secundaria,Desarrollo Personal,Free,Bronce,Rural,Tablet,Diaria
4177,44,Masculino,Bajo,Postgrado,"Salud, Mascotas",Premium,Plata,Suburbio,Tablet,Diaria
4178,48,Femenino,Medio,Postgrado,"Mascotas, Desarrollo Personal",Free,Oro,Rural,Móvil,Diaria
4179,24,Prefiero no decir,Medio,Postgrado,Bienestar Mental,VIP,Plata,Rural,Tablet,Diaria
4180,46,Prefiero no decir,Medio,Secundaria,"Bienestar Mental, Desarrollo Personal",Premium,Plata,Ciudad,Móvil,Mensual
4181,39,Femenino,Medio,Postgrado,"Mascotas, Deportes, Desarrollo Personal",VIP,Bronce,Ciudad,Móvil,Mensual
4182,47,Masculino,Medio,Doctorado,"Familia, Deportes, Mascotas",Premium,Plata,Suburbio,PC,Diaria
4183,41,Femenino,Alto,Doctorado,"Familia, Deportes",VIP,Plata,Suburbio,PC,Diaria
4184,39,Prefiero no decir,Bajo,Secundaria,Desarrollo Personal,VIP,Oro,Suburbio,Tablet,Mensual
4185,58,Femenino,Medio,Postgrado,"Salud, Desarrollo Personal",Free,Oro,Ciudad,Móvil,Diaria
4186,22,Prefiero no decir,Bajo,Postgrado,Familia,Free,Plata,Suburbio,Móvil,Diaria
4187,41,Femenino,Medio,Universidad,Bienestar Mental,Premium,Plata,Rural,PC,Mensual
4188,32,Femenino,Bajo,Doctorado,"Nutrición, Deportes",Free,Oro,Ciudad,Tablet,Diaria
4189,39,Femenino,Medio,Universidad,"Desarrollo Personal, Mascotas",Premium,Plata,Rural,Tablet,Mensual
4190,45,Masculino,Alto,Secundaria,"Nutrición, Desarrollo Personal",Premium,Oro,Ciudad,PC,Mensual
4191,55,Prefiero no decir,Alto,Secundaria,"Bienestar Mental, Nutrición, Salud",Free,Plata,Suburbio,Tablet,Semanal
4192,39,No Binario,Medio,Doctorado,"Nutrición, Salud, Mascotas",Premium,Bronce,Ciudad,Tablet,Semanal
4193,46,Prefiero no decir,Alto,Secundaria,"Salud, Familia",Premium,Bronce,Ciudad,Tablet,Mensual
4194,41,Masculino,Alto,Doctorado,"Familia, Bienestar Mental, Desarrollo Personal",VIP,Bronce,Suburbio,Tablet,Mensual
4195,56,Prefiero no decir,Bajo,Secundaria,"Mascotas, Salud, Nutrición",Free,Bronce,Ciudad,Móvil,Mensual
4196,56,Masculino,Alto,Doctorado,"Deportes, Nutrición",VIP,Plata,Suburbio,Móvil,Mensual
4197,23,Prefiero no decir,Alto,Secundaria,"Desarrollo Personal, Deportes, Mascotas",VIP,Oro,Ciudad,PC,Diaria
4198,27,Femenino,Medio,Doctorado,Nutrición,Premium,Bronce,Ciudad,PC,Semanal
4199,21,Femenino,Bajo,Secundaria,"Deportes, Salud",Free,Oro,Ciudad,PC,Diaria
4200,52,Prefiero no decir,Bajo,Universidad,Familia,VIP,Bronce,Suburbio,Tablet,Semanal
4201,39,Femenino,Bajo,Secundaria,"Familia, Bienestar Mental",Premium,Oro,Rural,PC,Semanal
4202,35,No Binario,Alto,Doctorado,"Nutrición, Bienestar Mental",VIP,Bronce,Ciudad,Móvil,Semanal
4203,18,No Binario,Medio,Doctorado,"Deportes, Desarrollo Personal",VIP,Bronce,Rural,Móvil,Semanal
4204,23,Femenino,Medio,Universidad,"Bienestar Mental, Desarrollo Personal",Premium,Plata,Ciudad,Tablet,Semanal
4205,60,Prefiero no decir,Alto,Doctorado,"Bienestar Mental, Nutrición, Salud",Premium,Plata,Rural,Móvil,Semanal
4206,48,No Binario,Medio,Postgrado,"Familia, Nutrición",Free,Oro,Suburbio,Móvil,Diaria
4207,58,Masculino,Alto,Postgrado,"Desarrollo Personal, Familia",VIP,Oro,Rural,PC,Semanal
4208,33,No Binario,Alto,Postgrado,"Salud, Deportes",Premium,Plata,Rural,Tablet,Diaria
4209,23,No Binario,Medio,Doctorado,"Mascotas, Salud",Free,Bronce,Ciudad,Móvil,Semanal
4210,42,Masculino,Alto,Universidad,"Desarrollo Personal, Mascotas",Premium,Oro,Ciudad,Tablet,Diaria
4211,42,Masculino,Bajo,Doctorado,"Salud, Desarrollo Personal",VIP,Bronce,Rural,Tablet,Semanal
4212,42,Femenino,Medio,Universidad,Mascotas,VIP,Plata,Ciudad,Tablet,Diaria
4213,27,Masculino,Alto,Secundaria,"Desarrollo Personal, Mascotas, Deportes",Free,Plata,Suburbio,PC,Semanal
4214,34,Masculino,Bajo,Universidad,"Bienestar Mental, Desarrollo Personal",VIP,Bronce,Ciudad,Tablet,Mensual
4215,48,Prefiero no decir,Bajo,Doctorado,"Deportes, Desarrollo Personal, Mascotas",Free,Oro,Ciudad,PC,Mensual
4216,22,Masculino,Medio,Doctorado,Desarrollo Personal,VIP,Bronce,Ciudad,PC,Mensual
4217,36,Masculino,Alto,Secundaria,Salud,Free,Plata,Ciudad,Tablet,Semanal
4218,59,Prefiero no decir,Bajo,Secundaria,"Mascotas, Familia, Bienestar Mental",Free,Bronce,Ciudad,PC,Semanal
4219,29,Femenino,Bajo,Secundaria,Mascotas,Free,Plata,Suburbio,Móvil,Semanal
4220,23,Femenino,Medio,Secundaria,"Familia, Desarrollo Personal",Premium,Plata,Suburbio,Móvil,Diaria
4221,49,Femenino,Medio,Postgrado,"Salud, Familia",Premium,Bronce,Rural,Móvil,Semanal
4222,27,Prefiero no decir,Bajo,Universidad,"Nutrición, Bienestar Mental, Salud",Free,Plata,Suburbio,PC,Mensual
4223,40,Femenino,Medio,Doctorado,"Mascotas, Familia, Nutrición",Free,Bronce,Ciudad,Tablet,Mensual
4224,21,Femenino,Medio,Secundaria,Deportes,Free,Oro,Suburbio,Tablet,Mensual
4225,58,No Binario,Medio,Secundaria,"Familia, Bienestar Mental",Premium,Plata,Rural,PC,Diaria
4226,32,Prefiero no decir,Medio,Secundaria,Nutrición,Free,Bronce,Suburbio,Tablet,Mensual
4227,51,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Mascotas, Familia",VIP,Oro,Rural,Tablet,Semanal
4228,52,Masculino,Medio,Secundaria,Nutrición,Free,Oro,Rural,PC,Mensual
4229,28,Masculino,Medio,Secundaria,"Nutrición, Bienestar Mental, Salud",Premium,Plata,Ciudad,PC,Mensual
4230,27,Femenino,Bajo,Doctorado,"Deportes, Nutrición, Desarrollo Personal",VIP,Plata,Rural,Móvil,Diaria
4231,39,Prefiero no decir,Alto,Secundaria,"Deportes, Bienestar Mental",Free,Oro,Rural,Móvil,Semanal
4232,30,Femenino,Alto,Universidad,"Deportes, Salud, Mascotas",VIP,Bronce,Suburbio,Móvil,Diaria
4233,31,No Binario,Alto,Doctorado,"Salud, Desarrollo Personal, Nutrición",Premium,Plata,Suburbio,PC,Semanal
4234,27,No Binario,Alto,Secundaria,"Salud, Nutrición",Premium,Plata,Ciudad,Móvil,Mensual
4235,29,Masculino,Bajo,Secundaria,"Bienestar Mental, Salud, Nutrición",Premium,Oro,Rural,Tablet,Mensual
4236,44,Femenino,Bajo,Postgrado,"Mascotas, Deportes, Familia",VIP,Bronce,Suburbio,Tablet,Semanal
4237,22,Femenino,Bajo,Doctorado,Nutrición,VIP,Plata,Rural,Tablet,Mensual
4238,19,Prefiero no decir,Alto,Doctorado,"Bienestar Mental, Mascotas, Desarrollo Personal",Premium,Oro,Suburbio,Tablet,Semanal
4239,60,Masculino,Alto,Doctorado,"Nutrición, Deportes",Free,Oro,Ciudad,PC,Mensual
4240,38,Prefiero no decir,Bajo,Universidad,Deportes,Premium,Bronce,Rural,Móvil,Diaria
4241,33,Femenino,Alto,Universidad,Deportes,Free,Plata,Rural,Móvil,Semanal
4242,19,Femenino,Alto,Universidad,"Deportes, Familia, Bienestar Mental",Premium,Plata,Ciudad,Tablet,Diaria
4243,59,Prefiero no decir,Alto,Universidad,"Deportes, Nutrición, Familia",VIP,Plata,Suburbio,Móvil,Mensual
4244,36,Femenino,Medio,Postgrado,"Deportes, Bienestar Mental, Desarrollo Personal",Premium,Plata,Rural,PC,Mensual
4245,20,Prefiero no decir,Bajo,Universidad,"Familia, Nutrición",Free,Oro,Ciudad,PC,Semanal
4246,32,Femenino,Alto,Secundaria,Salud,Premium,Oro,Ciudad,PC,Semanal
4247,54,Masculino,Medio,Universidad,Bienestar Mental,Premium,Oro,Suburbio,Móvil,Mensual
4248,54,Femenino,Alto,Postgrado,"Nutrición, Mascotas",VIP,Oro,Rural,Móvil,Semanal
4249,21,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Mascotas, Deportes",VIP,Plata,Rural,PC,Diaria
4250,18,Prefiero no decir,Bajo,Universidad,"Mascotas, Desarrollo Personal",VIP,Bronce,Suburbio,Móvil,Mensual
4251,59,Masculino,Medio,Secundaria,Mascotas,Free,Bronce,Ciudad,Tablet,Diaria
4252,46,Femenino,Alto,Postgrado,"Desarrollo Personal, Familia, Mascotas",Premium,Oro,Ciudad,PC,Semanal
4253,20,No Binario,Bajo,Postgrado,"Desarrollo Personal, Familia, Nutrición",Free,Bronce,Suburbio,Tablet,Diaria
4254,32,Masculino,Bajo,Doctorado,"Mascotas, Familia, Deportes",Free,Bronce,Ciudad,PC,Diaria
4255,35,Masculino,Alto,Secundaria,"Nutrición, Salud",Premium,Oro,Rural,Tablet,Semanal
4256,58,No Binario,Medio,Secundaria,Familia,Free,Plata,Ciudad,Tablet,Diaria
4257,29,Masculino,Alto,Secundaria,"Familia, Deportes",Free,Bronce,Rural,Móvil,Diaria
4258,34,No Binario,Medio,Secundaria,"Familia, Deportes, Mascotas",Free,Bronce,Ciudad,Móvil,Mensual
4259,28,Masculino,Bajo,Secundaria,"Desarrollo Personal, Familia, Nutrición",Premium,Plata,Suburbio,PC,Mensual
4260,23,No Binario,Medio,Postgrado,Nutrición,Free,Plata,Rural,PC,Diaria
4261,23,No Binario,Bajo,Postgrado,"Desarrollo Personal, Salud, Mascotas",VIP,Oro,Ciudad,Tablet,Mensual
4262,47,No Binario,Medio,Postgrado,"Bienestar Mental, Desarrollo Personal, Salud",Free,Bronce,Suburbio,Tablet,Semanal
4263,34,Masculino,Medio,Secundaria,Bienestar Mental,Premium,Oro,Rural,PC,Mensual
4264,39,Masculino,Bajo,Universidad,"Familia, Bienestar Mental",Free,Bronce,Ciudad,Móvil,Semanal
4265,49,No Binario,Bajo,Postgrado,"Desarrollo Personal, Mascotas, Familia",Free,Plata,Ciudad,Tablet,Semanal
4266,56,Prefiero no decir,Medio,Postgrado,"Deportes, Familia, Desarrollo Personal",Premium,Plata,Suburbio,Tablet,Semanal
4267,50,Femenino,Alto,Doctorado,"Salud, Bienestar Mental",VIP,Bronce,Ciudad,PC,Mensual
4268,56,Prefiero no decir,Bajo,Universidad,"Salud, Nutrición",Premium,Oro,Rural,Tablet,Diaria
4269,62,Masculino,Bajo,Universidad,"Mascotas, Nutrición, Desarrollo Personal",VIP,Bronce,Ciudad,Móvil,Mensual
4270,51,No Binario,Alto,Secundaria,"Deportes, Desarrollo Personal, Mascotas",Free,Oro,Suburbio,Tablet,Diaria
4271,24,Prefiero no decir,Bajo,Secundaria,"Desarrollo Personal, Deportes",VIP,Oro,Rural,Móvil,Mensual
4272,31,Prefiero no decir,Medio,Doctorado,"Deportes, Mascotas",Free,Plata,Rural,Móvil,Diaria
4273,62,Masculino,Bajo,Universidad,"Mascotas, Desarrollo Personal, Familia",VIP,Oro,Ciudad,PC,Mensual
4274,55,Prefiero no decir,Medio,Universidad,Bienestar Mental,Free,Bronce,Rural,Tablet,Mensual
4275,50,Femenino,Bajo,Universidad,"Salud, Familia, Bienestar Mental",Free,Oro,Rural,Tablet,Mensual
4276,36,No Binario,Medio,Universidad,"Salud, Deportes",Premium,Plata,Suburbio,Móvil,Mensual
4277,30,Prefiero no decir,Bajo,Postgrado,"Familia, Mascotas, Salud",Free,Bronce,Ciudad,Móvil,Semanal
4278,53,Femenino,Bajo,Doctorado,"Familia, Desarrollo Personal",Free,Bronce,Ciudad,Tablet,Mensual
4279,29,No Binario,Bajo,Secundaria,"Mascotas, Familia, Deportes",Premium,Bronce,Suburbio,Móvil,Diaria
4280,40,Prefiero no decir,Medio,Doctorado,Mascotas,Premium,Oro,Ciudad,Móvil,Semanal
4281,37,Masculino,Bajo,Postgrado,"Desarrollo Personal, Deportes, Nutrición",VIP,Plata,Suburbio,Móvil,Mensual
4282,27,No Binario,Bajo,Secundaria,Familia,Premium,Bronce,Suburbio,PC,Diaria
4283,52,Femenino,Alto,Universidad,"Familia, Deportes, Salud",Free,Bronce,Ciudad,Móvil,Semanal
4284,36,No Binario,Medio,Universidad,"Desarrollo Personal, Mascotas, Familia",VIP,Oro,Rural,PC,Semanal
4285,58,No Binario,Bajo,Postgrado,Mascotas,VIP,Plata,Suburbio,Móvil,Semanal
4286,64,Prefiero no decir,Medio,Postgrado,"Desarrollo Personal, Nutrición, Salud",VIP,Plata,Ciudad,PC,Diaria
4287,22,Masculino,Medio,Postgrado,Desarrollo Personal,Premium,Plata,Suburbio,Tablet,Mensual
4288,48,Masculino,Medio,Doctorado,"Deportes, Familia, Bienestar Mental",VIP,Oro,Suburbio,Tablet,Mensual
