user_id,genero,intereses,edad_category
3678,Femenino,"Deportes, Bienestar Mental",30-41
3679,Prefiero no decir,Mascotas,30-41
3680,Masculino,"Salud, Deportes, Bienestar Mental",42-53
3681,Masculino,Desarrollo Personal,18-29
3682,Prefiero no decir,"Nutrición, Bienestar Mental",42-53
3683,Masculino,"Nutrición, Desarrollo Personal",30-41
3684,Masculino,"Desarrollo Personal, Nutrición, Familia",30-41
3685,Prefiero no decir,"Mascotas, Nutrición",18-29
3686,Prefiero no decir,Bienestar Mental,30-41
3687,Masculino,Nutrición,30-41
3688,Masculino,Desarrollo Personal,42-53
3689,Masculino,"Familia, Salud, Nutrición",54-65
3690,Femenino,Deportes,42-53
3691,Masculino,Nutrición,42-53
3692,Masculino,Mascotas,54-65
3693,No Binario,"Deportes, Bienestar Mental",18-29
3694,Prefiero no decir,Bienestar Mental,18-29
3695,Masculino,"Mascotas, Deportes",30-41
3696,Prefiero no decir,"Salud, Deportes, Mascotas",30-41
3697,No Binario,"Mascotas, Deportes",54-65
3698,Femenino,Familia,42-53
3699,No Binario,"Nutrición, Salud, Bienestar Mental",42-53
3700,Masculino,"Familia, Salud, Mascotas",30-41
3701,No Binario,Mascotas,30-41
3702,No Binario,"Bienestar Mental, Desarrollo Personal, Nutrición",30-41
3703,Masculino,"Bienestar Mental, Desarrollo Personal",18-29
3704,Prefiero no decir,"Familia, Mascotas, Salud",30-41
3705,Masculino,Desarrollo Personal,42-53
3706,Prefiero no decir,"Deportes, Mascotas, Bienestar Mental",30-41
3707,Femenino,Desarrollo Personal,30-41
3708,Femenino,Mascotas,54-65
3709,Femenino,Deportes,30-41
3710,Femenino,"Mascotas, Nutrición, Familia",30-41
3711,Femenino,"Bienestar Mental, Familia",42-53
3712,Prefiero no decir,"Salud, Deportes",42-53
3713,No Binario,Desarrollo Personal,18-29
3714,Masculino,"Desarrollo Personal, Familia",30-41
3715,Femenino,"Bienestar Mental, Desarrollo Personal, Deportes",42-53
3716,No Binario,"Deportes, Nutrición",30-41
3717,Masculino,"Salud, Desarrollo Personal",42-53
3718,Femenino,"Bienestar Mental, Desarrollo Personal",42-53
3719,Masculino,"Mascotas, Bienestar Mental",54-65
3720,Prefiero no decir,"Mascotas, Bienestar Mental, Familia",42-53
3721,Prefiero no decir,"Familia, Mascotas, Nutrición",30-41
3722,No Binario,Desarrollo Personal,18-29
3723,Femenino,Nutrición,54-65
3724,Femenino,"Nutrición, Mascotas, Deportes",18-29
3725,Prefiero no decir,"Desarrollo Personal, Mascotas",42-53
3726,Masculino,"Salud, Bienestar Mental, Mascotas",18-29
3727,Femenino,"Mascotas, Nutrición",18-29
3728,Femenino,"Familia, Nutrición",54-65
3729,Prefiero no decir,"Familia, Desarrollo Personal",54-65
3730,No Binario,"Salud, Nutrición, Desarrollo Personal",30-41
3731,No Binario,"Desarrollo Personal, Deportes, Familia",54-65
3732,Prefiero no decir,Mascotas,30-41
3733,Prefiero no decir,"Deportes, Salud, Bienestar Mental",42-53
3734,No Binario,Mascotas,30-41
3735,Femenino,Desarrollo Personal,54-65
3736,Masculino,Mascotas,18-29
3737,Femenino,Nutrición,54-65
3738,Prefiero no decir,"Nutrición, Familia",54-65
3739,No Binario,"Mascotas, Bienestar Mental, Salud",18-29
3740,Prefiero no decir,"Bienestar Mental, Salud, Mascotas",18-29
3741,Masculino,Mascotas,42-53
3742,Prefiero no decir,Desarrollo Personal,54-65
3743,Femenino,"Salud, Familia",42-53
3744,Femenino,"Desarrollo Personal, Nutrición",30-41
3745,Femenino,Familia,18-29
3746,No Binario,Desarrollo Personal,30-41
3747,Masculino,Mascotas,18-29
3748,Femenino,Nutrición,54-65
3749,Prefiero no decir,Salud,42-53
3750,Prefiero no decir,"Bienestar Mental, Mascotas, Familia",42-53
3751,Prefiero no decir,"Deportes, Desarrollo Personal",18-29
3752,Prefiero no decir,"Desarrollo Personal, Salud",42-53
3753,Femenino,"Mascotas, Bienestar Mental",18-29
3754,Masculino,"Bienestar Mental, Deportes, Desarrollo Personal",42-53
3755,Masculino,"Nutrición, Bienestar Mental",42-53
3756,Femenino,"Nutrición, Familia, Deportes",18-29
3757,Femenino,"Deportes, Salud, Familia",30-41
3758,Prefiero no decir,"Deportes, Familia, Nutrición",42-53
3759,Masculino,Salud,54-65
3760,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Salud",54-65
3761,Masculino,"Bienestar Mental, Mascotas",30-41
3762,Masculino,Desarrollo Personal,30-41
3763,No Binario,"Deportes, Bienestar Mental, Desarrollo Personal",42-53
3764,Prefiero no decir,"Bienestar Mental, Salud, Familia",54-65
3765,Masculino,Mascotas,30-41
3766,No Binario,"Nutrición, Salud, Mascotas",18-29
3767,Prefiero no decir,"Salud, Nutrición",54-65
3768,Prefiero no decir,"Mascotas, Desarrollo Personal",18-29
3769,Masculino,"Desarrollo Personal, Mascotas, Nutrición",30-41
3770,Femenino,"Familia, Mascotas",54-65
3771,Masculino,"Mascotas, Desarrollo Personal",42-53
3772,No Binario,"Deportes, Nutrición, Mascotas",30-41
3773,Femenino,"Nutrición, Desarrollo Personal, Deportes",18-29
3774,Masculino,"Familia, Bienestar Mental",42-53
3775,No Binario,"Desarrollo Personal, Deportes",18-29
3776,Prefiero no decir,"Bienestar Mental, Mascotas",18-29
3777,Masculino,Bienestar Mental,42-53
3778,Femenino,"Mascotas, Salud",30-41
3779,Masculino,"Nutrición, Mascotas, Desarrollo Personal",18-29
3780,Prefiero no decir,"Desarrollo Personal, Nutrición, Mascotas",30-41
3781,Prefiero no decir,"Deportes, Salud",54-65
3782,Masculino,"Deportes, Salud",30-41
3783,Prefiero no decir,Deportes,42-53
3784,No Binario,Deportes,54-65
3785,No Binario,"Mascotas, Salud",42-53
3786,Masculino,Salud,18-29
3787,Masculino,Deportes,42-53
3788,Prefiero no decir,"Familia, Deportes, Nutrición",30-41
3789,Femenino,Desarrollo Personal,18-29
3790,Femenino,"Desarrollo Personal, Nutrición, Familia",54-65
3791,Prefiero no decir,Deportes,30-41
3792,Masculino,"Desarrollo Personal, Salud, Mascotas",42-53
3793,No Binario,"Nutrición, Deportes, Familia",18-29
3794,No Binario,"Mascotas, Bienestar Mental",18-29
3795,Masculino,"Salud, Familia, Deportes",54-65
3796,No Binario,Bienestar Mental,18-29
3797,Prefiero no decir,"Deportes, Bienestar Mental, Salud",42-53
3798,No Binario,"Familia, Salud, Mascotas",30-41
3799,Prefiero no decir,Mascotas,18-29
3800,No Binario,"Mascotas, Nutrición, Desarrollo Personal",42-53
3801,Prefiero no decir,Bienestar Mental,54-65
3802,Prefiero no decir,Deportes,54-65
3803,Masculino,"Desarrollo Personal, Deportes, Salud",18-29
3804,Femenino,"Nutrición, Desarrollo Personal",54-65
3805,Masculino,"Salud, Bienestar Mental",18-29
3806,Femenino,Familia,54-65
3807,No Binario,"Deportes, Salud, Nutrición",42-53
3808,Prefiero no decir,"Deportes, Bienestar Mental, Salud",42-53
3809,No Binario,"Nutrición, Bienestar Mental, Familia",18-29
3810,Prefiero no decir,"Mascotas, Bienestar Mental, Salud",54-65
3811,Femenino,"Familia, Nutrición, Bienestar Mental",42-53
3812,Femenino,Desarrollo Personal,18-29
3813,Masculino,"Mascotas, Familia, Bienestar Mental",18-29
3814,No Binario,Desarrollo Personal,18-29
3815,No Binario,Familia,42-53
3816,Masculino,"Mascotas, Familia",54-65
3817,Masculino,"Familia, Desarrollo Personal, Deportes",18-29
3818,No Binario,"Bienestar Mental, Salud, Nutrición",18-29
3819,Masculino,Bienestar Mental,30-41
3820,Prefiero no decir,"Bienestar Mental, Familia, Desarrollo Personal",54-65
3821,Femenino,"Familia, Nutrición, Salud",30-41
3822,No Binario,"Salud, Deportes, Familia",18-29
3823,Femenino,"Nutrición, Salud",42-53
3824,Prefiero no decir,Bienestar Mental,42-53
3825,Prefiero no decir,"Deportes, Familia, Salud",54-65
3826,Masculino,Desarrollo Personal,42-53
3827,Prefiero no decir,Nutrición,42-53
3828,No Binario,"Familia, Salud, Desarrollo Personal",18-29
3829,No Binario,"Nutrición, Bienestar Mental, Familia",30-41
3830,Femenino,"Nutrición, Desarrollo Personal, Deportes",54-65
3831,Femenino,"Salud, Nutrición",30-41
3832,Prefiero no decir,"Bienestar Mental, Salud, Nutrición",54-65
3833,Masculino,"Salud, Bienestar Mental",30-41
3834,Masculino,"Bienestar Mental, Familia, Deportes",30-41
3835,No Binario,"Nutrición, Bienestar Mental",18-29
3836,Prefiero no decir,"Mascotas, Nutrición, Bienestar Mental",54-65
3837,No Binario,"Deportes, Familia",42-53
3838,Femenino,"Deportes, Bienestar Mental",54-65
3839,Masculino,"Salud, Bienestar Mental",54-65
3840,No Binario,"Nutrición, Deportes, Salud",54-65
3841,Masculino,"Salud, Bienestar Mental, Deportes",30-41
3842,Prefiero no decir,"Desarrollo Personal, Nutrición",42-53
3843,No Binario,Nutrición,54-65
3844,Masculino,"Mascotas, Familia, Salud",54-65
3845,Femenino,Deportes,42-53
3846,No Binario,"Salud, Desarrollo Personal, Bienestar Mental",54-65
3847,No Binario,Deportes,54-65
3848,Masculino,"Mascotas, Bienestar Mental, Salud",54-65
3849,Femenino,Desarrollo Personal,54-65
3850,Prefiero no decir,Salud,42-53
3851,Masculino,"Familia, Desarrollo Personal",30-41
3852,Prefiero no decir,"Mascotas, Nutrición, Familia",18-29
3853,Prefiero no decir,Salud,18-29
3854,Masculino,"Desarrollo Personal, Mascotas, Salud",54-65
3855,No Binario,Nutrición,18-29
3856,Masculino,"Deportes, Bienestar Mental, Desarrollo Personal",18-29
3857,Masculino,"Deportes, Familia",30-41
3858,Masculino,"Deportes, Bienestar Mental",30-41
3859,No Binario,Familia,42-53
3860,No Binario,Familia,30-41
3861,Masculino,Deportes,18-29
3862,Masculino,"Bienestar Mental, Salud",54-65
3863,No Binario,Desarrollo Personal,42-53
3864,Prefiero no decir,Mascotas,18-29
3865,Prefiero no decir,Desarrollo Personal,18-29
3866,Masculino,"Nutrición, Bienestar Mental",42-53
3867,Femenino,"Salud, Bienestar Mental",54-65
3868,Femenino,"Bienestar Mental, Mascotas, Deportes",54-65
3869,Masculino,"Desarrollo Personal, Deportes",42-53
3870,Prefiero no decir,"Familia, Nutrición, Deportes",42-53
3871,No Binario,Salud,54-65
3872,Masculino,"Deportes, Mascotas",42-53
3873,Prefiero no decir,"Mascotas, Bienestar Mental",30-41
3874,Prefiero no decir,"Mascotas, Desarrollo Personal",54-65
3875,Masculino,"Familia, Desarrollo Personal",30-41
3876,No Binario,Mascotas,42-53
3877,Prefiero no decir,"Salud, Bienestar Mental",18-29
3878,Masculino,Deportes,18-29
3879,Masculino,"Bienestar Mental, Salud",30-41
3880,No Binario,Bienestar Mental,18-29
3881,No Binario,"Mascotas, Familia",30-41
3882,No Binario,"Bienestar Mental, Salud, Nutrición",54-65
3883,Prefiero no decir,Salud,30-41
3884,No Binario,"Bienestar Mental, Desarrollo Personal, Deportes",30-41
3885,Femenino,Salud,54-65
3886,Prefiero no decir,Mascotas,54-65
3887,Femenino,"Nutrición, Deportes, Desarrollo Personal",30-41
3888,No Binario,"Nutrición, Salud",54-65
3889,Masculino,"Desarrollo Personal, Familia",54-65
3890,Femenino,"Salud, Bienestar Mental, Familia",42-53
3891,No Binario,"Familia, Deportes",54-65
3892,No Binario,"Mascotas, Desarrollo Personal",54-65
3893,Masculino,"Familia, Mascotas",42-53
3894,Femenino,"Salud, Familia, Deportes",30-41
3895,No Binario,"Mascotas, Nutrición, Salud",30-41
3896,Femenino,"Deportes, Nutrición, Familia",18-29
3897,Prefiero no decir,"Salud, Familia",54-65
3898,Masculino,"Mascotas, Desarrollo Personal, Deportes",30-41
3899,Prefiero no decir,"Salud, Mascotas, Deportes",54-65
3900,Masculino,"Desarrollo Personal, Deportes",54-65
3901,Prefiero no decir,Nutrición,30-41
3902,Prefiero no decir,"Mascotas, Bienestar Mental",54-65
3903,No Binario,Bienestar Mental,54-65
3904,No Binario,Familia,30-41
3905,Masculino,"Deportes, Nutrición, Desarrollo Personal",42-53
3906,No Binario,"Familia, Bienestar Mental, Mascotas",30-41
3907,Femenino,"Desarrollo Personal, Deportes, Salud",30-41
3908,Masculino,"Nutrición, Familia",54-65
3909,Prefiero no decir,Bienestar Mental,30-41
3910,No Binario,"Bienestar Mental, Familia, Salud",30-41
3911,Masculino,"Deportes, Mascotas",42-53
3912,No Binario,"Familia, Salud, Deportes",42-53
3913,Prefiero no decir,"Mascotas, Desarrollo Personal, Familia",42-53
3914,Masculino,"Bienestar Mental, Deportes",18-29
3915,Femenino,Familia,30-41
3916,No Binario,"Desarrollo Personal, Bienestar Mental, Familia",18-29
3917,Masculino,Bienestar Mental,18-29
3918,No Binario,"Familia, Desarrollo Personal",18-29
3919,Prefiero no decir,"Salud, Desarrollo Personal, Familia",18-29
3920,Prefiero no decir,"Desarrollo Personal, Familia",18-29
3921,No Binario,Mascotas,18-29
3922,Prefiero no decir,"Desarrollo Personal, Bienestar Mental, Nutrición",54-65
3923,Masculino,"Mascotas, Bienestar Mental, Desarrollo Personal",54-65
3924,Masculino,"Salud, Deportes, Mascotas",54-65
3925,Masculino,Desarrollo Personal,54-65
3926,No Binario,"Desarrollo Personal, Bienestar Mental, Familia",54-65
3927,Masculino,"Mascotas, Bienestar Mental, Deportes",18-29
3928,Masculino,"Bienestar Mental, Deportes, Nutrición",18-29
3929,Femenino,"Desarrollo Personal, Mascotas, Familia",18-29
3930,Masculino,"Bienestar Mental, Desarrollo Personal, Familia",18-29
3931,Prefiero no decir,Nutrición,18-29
3932,Masculino,"Salud, Nutrición, Mascotas",42-53
3933,Prefiero no decir,"Familia, Desarrollo Personal, Mascotas",30-41
3934,Prefiero no decir,"Familia, Deportes",54-65
3935,Masculino,"Mascotas, Familia, Deportes",54-65
3936,Masculino,"Familia, Salud",18-29
3937,Prefiero no decir,"Nutrición, Desarrollo Personal",42-53
3938,Femenino,"Deportes, Familia",30-41
3939,Femenino,"Familia, Desarrollo Personal, Salud",30-41
3940,Prefiero no decir,Salud,18-29
3941,No Binario,"Deportes, Mascotas, Bienestar Mental",42-53
3942,No Binario,Desarrollo Personal,30-41
3943,Prefiero no decir,"Bienestar Mental, Mascotas",18-29
3944,Femenino,"Familia, Bienestar Mental, Salud",30-41
3945,Masculino,"Deportes, Nutrición",30-41
3946,No Binario,"Nutrición, Deportes, Mascotas",18-29
3947,Femenino,Nutrición,30-41
3948,Prefiero no decir,"Deportes, Salud",30-41
3949,Masculino,"Deportes, Bienestar Mental",42-53
3950,Femenino,"Nutrición, Bienestar Mental",18-29
3951,Femenino,"Bienestar Mental, Deportes, Nutrición",18-29
3952,Femenino,"Familia, Nutrición, Mascotas",18-29
3953,Prefiero no decir,Familia,30-41
3954,Prefiero no decir,Familia,30-41
3955,Prefiero no decir,"Salud, Familia",18-29
3956,No Binario,Nutrición,42-53
3957,Prefiero no decir,"Desarrollo Personal, Mascotas",54-65
3958,No Binario,"Nutrición, Deportes, Salud",30-41
3959,No Binario,Familia,42-53
3960,Prefiero no decir,"Bienestar Mental, Deportes, Nutrición",18-29
3961,No Binario,"Familia, Deportes",30-41
3962,Prefiero no decir,"Familia, Salud",18-29
3963,Masculino,Familia,42-53
3964,Masculino,Mascotas,30-41
3965,Femenino,"Bienestar Mental, Desarrollo Personal",30-41
3966,No Binario,"Nutrición, Deportes, Bienestar Mental",18-29
3967,Masculino,"Salud, Bienestar Mental",18-29
3968,Femenino,"Deportes, Bienestar Mental, Salud",42-53
3969,Masculino,"Familia, Bienestar Mental",54-65
3970,Femenino,"Bienestar Mental, Salud, Desarrollo Personal",54-65
3971,Prefiero no decir,"Desarrollo Personal, Deportes",42-53
3972,Femenino,Salud,18-29
3973,Prefiero no decir,"Desarrollo Personal, Nutrición",54-65
3974,Femenino,"Salud, Deportes",54-65
3975,Masculino,Bienestar Mental,30-41
3976,Femenino,"Salud, Deportes",54-65
3977,Femenino,"Deportes, Nutrición",30-41
3978,Femenino,"Deportes, Bienestar Mental, Familia",30-41
3979,Femenino,Deportes,42-53
3980,Prefiero no decir,"Salud, Nutrición",42-53
3981,Masculino,Salud,18-29
3982,No Binario,Deportes,30-41
3983,No Binario,"Mascotas, Deportes",18-29
3984,Femenino,"Mascotas, Familia",42-53
3985,Femenino,Mascotas,42-53
3986,Prefiero no decir,"Nutrición, Familia, Mascotas",18-29
3987,Prefiero no decir,"Deportes, Familia",30-41
3988,Masculino,Bienestar Mental,54-65
3989,No Binario,"Nutrición, Deportes, Familia",54-65
3990,Prefiero no decir,"Nutrición, Deportes, Mascotas",30-41
3991,Masculino,Nutrición,18-29
3992,No Binario,"Desarrollo Personal, Familia",54-65
3993,Femenino,"Salud, Nutrición",18-29
3994,Prefiero no decir,"Mascotas, Desarrollo Personal",18-29
3995,Masculino,"Deportes, Bienestar Mental, Nutrición",42-53
3996,Masculino,"Salud, Nutrición",30-41
3997,Prefiero no decir,Nutrición,42-53
3998,Masculino,Bienestar Mental,54-65
3999,Femenino,Nutrición,30-41
4000,Prefiero no decir,Mascotas,30-41
4001,No Binario,"Mascotas, Deportes, Familia",30-41
4002,Femenino,"Salud, Deportes",30-41
4003,Prefiero no decir,"Deportes, Nutrición, Mascotas",30-41
4004,No Binario,"Desarrollo Personal, Deportes, Bienestar Mental",18-29
4005,Prefiero no decir,Mascotas,42-53
4006,Prefiero no decir,"Bienestar Mental, Deportes, Salud",18-29
4007,Prefiero no decir,"Desarrollo Personal, Mascotas, Deportes",18-29
4008,Masculino,"Deportes, Salud",18-29
4009,No Binario,"Deportes, Salud, Desarrollo Personal",30-41
4010,Masculino,"Familia, Desarrollo Personal, Mascotas",30-41
4011,Femenino,Nutrición,18-29
4012,Prefiero no decir,"Salud, Deportes",30-41
4013,Masculino,"Salud, Nutrición",30-41
4014,Femenino,"Salud, Desarrollo Personal",54-65
4015,No Binario,"Desarrollo Personal, Bienestar Mental, Deportes",30-41
4016,Prefiero no decir,"Mascotas, Desarrollo Personal, Bienestar Mental",42-53
4017,Masculino,"Deportes, Salud",54-65
4018,Femenino,Familia,42-53
4019,Femenino,"Mascotas, Desarrollo Personal, Nutrición",54-65
4020,Prefiero no decir,"Nutrición, Bienestar Mental",54-65
4021,Prefiero no decir,"Familia, Desarrollo Personal",30-41
4022,No Binario,"Nutrición, Familia",30-41
4023,Masculino,Deportes,30-41
4024,Prefiero no decir,"Mascotas, Deportes, Desarrollo Personal",30-41
4025,No Binario,"Nutrición, Desarrollo Personal, Salud",30-41
4026,No Binario,"Deportes, Familia, Nutrición",18-29
4027,Masculino,"Deportes, Nutrición",54-65
4028,Femenino,"Deportes, Desarrollo Personal",30-41
4029,Prefiero no decir,"Familia, Mascotas",42-53
4030,Prefiero no decir,"Desarrollo Personal, Salud",30-41
4031,Femenino,"Nutrición, Desarrollo Personal, Mascotas",42-53
4032,Masculino,Mascotas,54-65
4033,Femenino,"Desarrollo Personal, Deportes, Familia",18-29
4034,Masculino,Bienestar Mental,30-41
4035,Prefiero no decir,"Mascotas, Desarrollo Personal",18-29
4036,Prefiero no decir,"Bienestar Mental, Deportes",30-41
4037,Femenino,"Desarrollo Personal, Salud, Bienestar Mental",18-29
4038,Masculino,"Desarrollo Personal, Familia, Deportes",18-29
4039,Prefiero no decir,"Mascotas, Familia",42-53
4040,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Familia",18-29
4041,No Binario,"Deportes, Mascotas",42-53
4042,Femenino,"Bienestar Mental, Salud",42-53
4043,Prefiero no decir,"Mascotas, Familia, Salud",54-65
4044,Masculino,"Familia, Bienestar Mental, Salud",30-41
4045,Femenino,"Nutrición, Familia",18-29
4046,Masculino,"Nutrición, Desarrollo Personal, Familia",30-41
4047,Prefiero no decir,Bienestar Mental,30-41
4048,Prefiero no decir,"Mascotas, Salud",18-29
4049,Femenino,"Bienestar Mental, Deportes",42-53
4050,Masculino,"Mascotas, Nutrición, Familia",54-65
4051,No Binario,Mascotas,18-29
4052,Femenino,"Deportes, Nutrición, Familia",30-41
4053,Femenino,"Bienestar Mental, Mascotas, Deportes",18-29
4054,Masculino,"Desarrollo Personal, Salud",18-29
4055,No Binario,"Nutrición, Desarrollo Personal",54-65
4056,Femenino,"Salud, Deportes",42-53
4057,Masculino,"Mascotas, Familia, Bienestar Mental",30-41
4058,Masculino,"Deportes, Desarrollo Personal, Salud",18-29
4059,No Binario,"Deportes, Salud, Nutrición",42-53
4060,Prefiero no decir,"Bienestar Mental, Salud",42-53
4061,Femenino,"Familia, Salud",42-53
4062,Masculino,"Desarrollo Personal, Mascotas",18-29
4063,No Binario,"Mascotas, Bienestar Mental, Nutrición",18-29
4064,Femenino,Desarrollo Personal,18-29
4065,No Binario,"Nutrición, Familia",18-29
4066,No Binario,"Mascotas, Bienestar Mental, Salud",18-29
4067,Femenino,"Mascotas, Desarrollo Personal, Nutrición",18-29
4068,Femenino,Nutrición,18-29
4069,Prefiero no decir,"Familia, Mascotas, Deportes",54-65
4070,No Binario,Familia,42-53
4071,Masculino,Mascotas,42-53
4072,Femenino,"Familia, Bienestar Mental",54-65
4073,Femenino,"Bienestar Mental, Salud, Nutrición",54-65
4074,Masculino,Familia,30-41
4075,Prefiero no decir,Desarrollo Personal,42-53
4076,No Binario,"Familia, Deportes",42-53
4077,Femenino,Bienestar Mental,54-65
4078,Masculino,"Salud, Desarrollo Personal, Familia",42-53
4079,Masculino,"Bienestar Mental, Desarrollo Personal, Mascotas",30-41
4080,Prefiero no decir,Nutrición,18-29
4081,Masculino,Bienestar Mental,54-65
4082,Femenino,Mascotas,18-29
4083,Femenino,"Nutrición, Desarrollo Personal",18-29
4084,No Binario,Familia,18-29
4085,No Binario,"Deportes, Salud, Bienestar Mental",42-53
4086,Prefiero no decir,"Mascotas, Bienestar Mental",30-41
4087,Masculino,"Familia, Salud, Deportes",42-53
4088,Masculino,Desarrollo Personal,30-41
4089,Femenino,"Familia, Nutrición, Deportes",42-53
4090,Femenino,Desarrollo Personal,42-53
4091,Prefiero no decir,Familia,18-29
4092,Masculino,Deportes,30-41
4093,Masculino,"Mascotas, Familia, Salud",18-29
4094,Masculino,"Salud, Bienestar Mental, Familia",42-53
4095,Femenino,"Deportes, Desarrollo Personal",18-29
4096,No Binario,Bienestar Mental,30-41
4097,Masculino,"Nutrición, Mascotas, Desarrollo Personal",30-41
4098,Masculino,Salud,30-41
4099,Prefiero no decir,"Nutrición, Mascotas",54-65
4100,Masculino,"Nutrición, Bienestar Mental, Mascotas",30-41
4101,Masculino,"Familia, Desarrollo Personal",42-53
4102,Femenino,Familia,42-53
4103,No Binario,Mascotas,42-53
4104,Prefiero no decir,"Nutrición, Salud",42-53
4105,Masculino,Familia,54-65
4106,No Binario,Bienestar Mental,18-29
4107,Prefiero no decir,Bienestar Mental,42-53
4108,Masculino,"Bienestar Mental, Nutrición, Deportes",54-65
4109,Femenino,"Salud, Desarrollo Personal, Bienestar Mental",54-65
4110,No Binario,"Deportes, Desarrollo Personal, Mascotas",54-65
4111,Femenino,"Bienestar Mental, Nutrición, Salud",42-53
4112,Prefiero no decir,Desarrollo Personal,18-29
4113,No Binario,"Salud, Familia",18-29
4114,Femenino,Bienestar Mental,42-53
4115,Prefiero no decir,"Familia, Deportes",54-65
4116,Masculino,Salud,42-53
4117,Masculino,"Mascotas, Familia, Deportes",30-41
4118,Femenino,Deportes,30-41
4119,Prefiero no decir,"Mascotas, Desarrollo Personal",18-29
4120,Masculino,"Bienestar Mental, Familia",18-29
4121,No Binario,Familia,30-41
4122,Femenino,Mascotas,42-53
4123,No Binario,"Mascotas, Nutrición",42-53
4124,Prefiero no decir,"Familia, Nutrición",18-29
4125,No Binario,"Familia, Nutrición",54-65
4126,Masculino,"Bienestar Mental, Salud, Familia",42-53
4127,Masculino,"Deportes, Desarrollo Personal, Nutrición",30-41
4128,Femenino,Nutrición,42-53
4129,Masculino,Mascotas,18-29
4130,Prefiero no decir,Nutrición,18-29
4131,Masculino,Desarrollo Personal,54-65
4132,Prefiero no decir,"Mascotas, Deportes",42-53
4133,Femenino,"Bienestar Mental, Salud, Nutrición",42-53
4134,Masculino,"Desarrollo Personal, Bienestar Mental, Mascotas",30-41
4135,Masculino,"Mascotas, Bienestar Mental, Desarrollo Personal",18-29
4136,Prefiero no decir,"Desarrollo Personal, Familia",42-53
4137,Prefiero no decir,"Desarrollo Personal, Familia",54-65
4138,Prefiero no decir,"Familia, Desarrollo Personal",30-41
4139,No Binario,"Nutrición, Bienestar Mental, Mascotas",42-53
4140,No Binario,"Mascotas, Familia, Nutrición",54-65
4141,No Binario,"Familia, Deportes",18-29
4142,No Binario,"Salud, Deportes",30-41
4143,Masculino,Bienestar Mental,54-65
4144,No Binario,"Bienestar Mental, Desarrollo Personal, Familia",54-65
4145,Masculino,"Bienestar Mental, Desarrollo Personal, Salud",18-29
4146,Femenino,"Nutrición, Bienestar Mental",30-41
4147,Femenino,"Salud, Mascotas",42-53
4148,Prefiero no decir,"Bienestar Mental, Desarrollo Personal",54-65
4149,Masculino,"Desarrollo Personal, Bienestar Mental, Salud",42-53
4150,Prefiero no decir,"Deportes, Nutrición, Mascotas",42-53
4151,Femenino,"Familia, Desarrollo Personal, Mascotas",42-53
4152,No Binario,"Salud, Desarrollo Personal",30-41
4153,Femenino,"Salud, Nutrición",42-53
4154,Masculino,"Desarrollo Personal, Familia",18-29
4155,Femenino,"Desarrollo Personal, Mascotas",54-65
4156,No Binario,"Deportes, Desarrollo Personal, Nutrición",30-41
4157,Masculino,"Nutrición, Deportes, Salud",54-65
4158,Prefiero no decir,"Familia, Nutrición",30-41
4159,Femenino,"Familia, Mascotas, Bienestar Mental",30-41
4160,Masculino,Nutrición,42-53
4161,Femenino,Desarrollo Personal,54-65
4162,Prefiero no decir,Salud,18-29
4163,Masculino,"Deportes, Mascotas",30-41
4164,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Salud",42-53
4165,Prefiero no decir,Salud,18-29
4166,Femenino,"Mascotas, Bienestar Mental",18-29
4167,Femenino,"Salud, Familia, Deportes",30-41
4168,Masculino,Bienestar Mental,54-65
4169,Masculino,"Mascotas, Familia",18-29
4170,Prefiero no decir,"Desarrollo Personal, Mascotas",30-41
4171,Masculino,"Salud, Bienestar Mental, Mascotas",18-29
4172,Femenino,"Mascotas, Nutrición",42-53
4173,Prefiero no decir,"Salud, Deportes, Nutrición",54-65
4174,Masculino,"Salud, Familia",18-29
4175,No Binario,Bienestar Mental,18-29
4176,Femenino,Desarrollo Personal,18-29
4177,Masculino,"Salud, Mascotas",42-53
4178,Femenino,"Mascotas, Desarrollo Personal",42-53
4179,Prefiero no decir,Bienestar Mental,18-29
4180,Prefiero no decir,"Bienestar Mental, Desarrollo Personal",42-53
4181,Femenino,"Mascotas, Deportes, Desarrollo Personal",30-41
4182,Masculino,"Familia, Deportes, Mascotas",42-53
4183,Femenino,"Familia, Deportes",30-41
4184,Prefiero no decir,Desarrollo Personal,30-41
4185,Femenino,"Salud, Desarrollo Personal",54-65
4186,Prefiero no decir,Familia,18-29
4187,Femenino,Bienestar Mental,30-41
4188,Femenino,"Nutrición, Deportes",30-41
4189,Femenino,"Desarrollo Personal, Mascotas",30-41
4190,Masculino,"Nutrición, Desarrollo Personal",42-53
4191,Prefiero no decir,"Bienestar Mental, Nutrición, Salud",54-65
4192,No Binario,"Nutrición, Salud, Mascotas",30-41
4193,Prefiero no decir,"Salud, Familia",42-53
4194,Masculino,"Familia, Bienestar Mental, Desarrollo Personal",30-41
4195,Prefiero no decir,"Mascotas, Salud, Nutrición",54-65
4196,Masculino,"Deportes, Nutrición",54-65
4197,Prefiero no decir,"Desarrollo Personal, Deportes, Mascotas",18-29
4198,Femenino,Nutrición,18-29
4199,Femenino,"Deportes, Salud",18-29
